fecha_de_muestreo,estaciones,ph,temperatura_c,color_upc,turbiedad_unt,solidos_totales_mg_sst_l,solidos_suspendidos_totales,solidos_disueltos_mg_sd_l,demanda_bioquimica_de_oxigeno,demanda_quimica_de_oxigeno,oxigeno_disuelto_mg_o2_l,dureza_total_mg_caco3_l,dureza_calcica_mg_caco3_l,dureza_magnesica_mg_caco3,calcio_mg_ca_l,magnesio_mg_mg_l,alcalinidad_total_mg_caco3,bicarbonatos_mg_caco3_l,conductividad_el_ctrica_s,hierro_total_mg_fe_l,manganeso_total_mg_mn_l,sodio_total_mg_na_l,potasio_total_mg_k_l,cobre_total_mg_cu_l,zinc_total_mg_zn_l,nitrogeno_total_mg_n_l,nitrogeno_amoniacal_mg_n,nitritos_mg_n_no2_l,nitratos_mg_n_no3_l,cloruros_mg_cl_l,fosforo_total_mg_p_l,fosfatos_mg_po4_l,sulfatos_mg_so4_l,cadmio_total_mg_cd_l,cromo_total_mg_cr_l,niquel_total_mg_ni_l,plomo_total_mg_pb_l,coliformes_totales_nmp_100,coliformes_fecales_nmp_100,contaminacion_metalica
2021-03-17 00:00:00,PASO DE LA BALSA,7.75,23.0,52.2,65.0,186.0,126.0,60.0,1.82,11.8,6.38,18.3,11.3,7.0,4.53,1.7,17.4,17.4,60.7,9.05,0.184,2.76,0.935,0.0603,0.067,2.149131295399516,0.25,0.017,0.291,2.64,0.0935,0.202,7.88,0.2055905982905983,0.0115,0.01,0.0185,2400.0,2400.0,bajo
2021-09-14 00:00:00,JUANCHITO,7.16,23.9,76.3,70.0,170.0,90.0,80.0,4.38,16.4,5.58,30.4,15.2,15.2,6.09,3.7,26.9,26.9,103.0,6.79,0.134,4.74,1.12,0.168,0.0259,2.149131295399516,0.25,0.028,0.372,4.89,0.0959,0.202,13.8,0.0299,0.108,0.273,0.0499,43000.0,23000.0,bajo
2021-09-14 00:00:00,PASO DEL COMERCIO,6.41,23.0,34.0,29.0,160.0,63.0,97.0,5.14,15.7,5.05,24.3,16.6,7.7,6.65,1.87,30.7,30.7,114.0,3.68,0.114,5.53,1.18,0.168,0.0259,2.149131295399516,0.25,0.028,0.379,5.61,0.0959,0.202,14.1,0.0299,0.108,0.273,0.0499,24000.0,9300.0,bajo
2021-09-14 00:00:00,PUERTO ISAACS,6.96,24.0,34.6,28.0,124.0,54.0,70.0,5.43,16.0,4.59,26.6,15.7,10.9,6.29,2.65,29.8,29.8,116.0,3.08,0.0904,6.16,1.41,0.168,0.0259,2.149131295399516,0.25,0.034,0.384,6.09,0.0959,0.202,14.9,0.0299,0.108,0.273,0.0499,240000.0,43000.0,bajo
2021-09-14 00:00:00,PASO DE LA TORRE,6.96,23.7,39.2,26.0,168.0,27.0,141.0,6.24,11.6,3.2,36.4,17.4,19.0,6.97,4.62,35.6,35.6,131.0,2.87,0.0816,8.1,1.45,0.168,0.0259,2.149131295399516,0.291,0.043,0.387,6.97,0.0959,0.202,15.5,0.0299,0.108,0.273,0.0499,240000.0,240000.0,bajo
2021-09-14 00:00:00,VIJES,7.48,24.0,38.0,23.0,162.0,49.0,113.0,4.61,11.0,2.59,42.9,18.3,24.6,7.33,5.98,38.3,38.3,131.0,3.51,0.0924,7.25,1.57,0.168,0.0259,2.149131295399516,0.299,0.034,0.39,6.51,0.0959,0.202,14.9,0.0299,0.108,0.273,0.0499,93000.0,23000.0,bajo
2021-09-14 00:00:00,YOTOCO,7.34,24.0,46.2,27.0,206.0,70.0,136.0,9.12,22.7,1.78,42.2,18.9,23.3,7.58,5.66,43.7,43.7,144.0,4.78,0.108,8.51,1.59,0.168,0.0259,2.149131295399516,0.478,0.046,0.202,6.87,0.0959,0.202,15.0,0.0299,0.108,0.273,0.0499,240000.0,93000.0,medio
2021-09-14 00:00:00,MEDIACANOA,7.32,26.0,33.0,40.0,196.0,64.0,132.0,7.77,15.8,2.17,44.9,21.3,23.6,8.54,5.74,42.1,42.1,141.0,4.16,0.0991,7.78,1.55,0.168,0.0259,2.149131295399516,0.404,0.055,0.475,6.92,0.0959,0.202,14.5,0.0299,0.108,0.273,0.0499,240000.0,240000.0,bajo
2021-09-14 00:00:00,RIOFRIO,7.26,26.0,23.0,85.0,266.0,142.0,124.0,9.33,24.5,1.61,46.7,20.7,26.0,8.3,6.32,43.1,43.1,145.0,9.33,0.155,7.63,1.4,0.168,0.0259,2.149131295399516,0.25,0.068,0.532,6.84,0.0959,0.202,15.1,0.0299,0.108,0.273,0.0499,93000.0,93000.0,medio
2021-09-14 00:00:00,PUENTE GUAYABAL,7.4,25.0,23.0,30.0,190.0,46.0,144.0,6.28,13.9,2.64,42.6,23.7,18.9,9.5,4.59,45.3,45.3,151.0,3.21,0.0907,7.98,1.53,0.168,0.0259,2.149131295399516,0.25,0.066,0.627,6.59,0.0959,0.202,14.9,0.0299,0.108,0.273,0.0499,2400.0,2400.0,bajo
2021-09-14 00:00:00,LA VICTORIA,7.28,25.0,22.2,45.0,210.0,76.0,134.0,6.83,16.2,2.91,55.1,28.3,26.8,11.3,6.52,49.4,49.4,159.0,6.49,0.168,8.09,1.84,0.168,0.0259,2.149131295399516,0.25,0.068,0.658,7.49,0.0959,0.202,13.6,0.0299,0.108,0.273,0.0499,240000.0,43000.0,medio
2021-09-14 00:00:00,ANACARO,7.28,23.0,37.1,50.0,212.0,94.0,118.0,5.9,12.9,3.45,49.4,24.4,25.0,9.78,6.08,44.2,44.2,148.0,6.02,0.128,7.39,1.45,0.168,0.0259,2.149131295399516,0.25,0.049,0.741,6.12,0.0959,0.202,15.1,0.0299,0.108,0.273,0.0499,43000.0,23000.0,medio
2021-09-14 00:00:00,PUENTE LA VIRGINIA,7.54,19.0,36.2,60.0,250.0,130.0,120.0,6.57,17.6,3.73,54.2,25.8,28.4,10.3,6.9,55.2,55.2,153.0,8.93,0.0571,7.21,1.66,0.168,0.0259,2.149131295399516,0.25,0.059,0.868,5.97,0.0959,0.202,14.4,0.0299,0.108,0.273,0.0499,93000.0,23000.0,medio
2021-09-14 00:00:00,PUENTE HORMIGUERO,7.2,28.0,55.6,29.0,132.0,48.0,84.0,4.26,11.0,6.33,33.0,20.7,12.3,8.3,2.99,23.3,23.3,110.0,3.08,0.0793,4.73,1.07,0.168,0.0259,2.149131295399516,0.25,0.029,0.368,4.84,0.0959,0.202,14.9,0.0299,0.108,0.273,0.0499,24000.0,24000.0,bajo
2021-09-14 00:00:00,PASO DE LA BOLSA,7.24,24.1,26.5,15.0,116.0,24.0,92.0,3.55,11.0,6.43,29.0,14.4,14.6,5.77,3.55,19.1,19.1,89.4,1.91,0.0737,4.06,1.01,0.168,0.0259,2.149131295399516,0.25,0.013,0.355,4.39,0.0959,0.202,14.9,0.0299,0.108,0.273,0.0499,800.0,800.0,bajo
2021-09-14 00:00:00,ANTES INTERCEPTOR SUR,7.24,23.8,44.4,25.0,118.0,28.0,90.0,2.81,13.3,6.25,27.3,14.0,13.3,5.61,3.23,24.8,24.8,97.9,2.04,0.0632,4.39,1.06,0.168,0.0259,2.149131295399516,0.25,0.034,0.355,4.49,0.0959,0.202,13.5,0.0299,0.108,0.273,0.0499,93000.0,23000.0,bajo
2021-09-14 00:00:00,ANTES RIO TIMBA,6.88,21.9,24.5,8.6,90.0,15.0,75.0,2.95,11.0,4.03,26.0,14.7,11.3,5.89,2.75,16.6,16.6,86.4,0.996,0.0825,4.31,1.05,0.168,0.0259,2.149131295399516,0.25,0.0101,0.337,4.99,0.0959,0.202,14.5,0.0299,0.108,0.273,0.0499,8000.0,2000.0,bajo
2021-09-14 00:00:00,ANTES RIO OVEJAS,6.71,21.5,24.9,6.8,96.0,11.6,84.4,1.84,11.0,2.22,23.8,13.5,10.3,5.41,2.5,14.9,14.9,88.4,0.591,0.117,4.64,1.34,0.168,0.0259,2.149131295399516,0.25,0.0101,0.351,5.27,0.0959,0.202,15.9,0.0299,0.108,0.273,0.0499,930.0,73.0,bajo
2021-09-14 00:00:00,ANTES SUAREZ,6.77,21.2,16.3,7.4,88.0,11.6,76.4,2.76,11.0,1.98,26.5,14.3,12.2,5.73,2.97,16.8,16.8,94.8,0.553,0.121,4.58,1.1,0.168,0.0259,2.149131295399516,0.25,0.0101,0.358,5.2,0.0959,0.202,15.9,0.0299,0.108,0.273,0.0499,930.0,230.0,bajo
2021-09-14 00:00:00,PASO DE LA BALSA,6.88,22.4,22.4,13.0,108.0,26.0,82.0,3.24,11.0,4.36,19.5,13.5,6.0,5.41,1.46,16.9,16.9,86.5,1.04,0.0599,4.19,0.995,0.168,0.0259,2.149131295399516,0.25,0.0101,0.344,4.75,0.0959,0.202,14.8,0.0299,0.108,0.273,0.0499,4300.0,2300.0,bajo
2022-01-01 16:45:00,PASO DE LA BOLSA,7.11,22.8,21.0,40.0,126.0,41.0,85.0,2.17,11.0,6.5,27.8,15.6,12.2,6.25,2.97,46.8,46.8,79.8,1.51,4.74,0.168,1.9591066997518607,0.0101,3.87,0.05,0.0499,24000.0,24000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-03-11 05:37:00,PASO DE LA BOLSA,6.06,20.4,300.0,160.0,368.0,220.0,148.0,2.7,43.8,6.2,26.4,17.6,8.8,7.04,2.11,21.6,26.3,62.0,3.66,0.26,2.2,1.24,0.002,0.026,1.57,0.0,0.066,0.081,3.94,0.28,0.08,56.08,0.001,0.003,0.03,0.01,240000000.0,240000.0,viable
2022-03-14 19:10:00,LA VICTORIA,7.5,16.0,22.5,47.0,279.0,158.0,121.0,2.3,23.6,3.2,68.0,42.0,26.0,16.8,6.2,45.6,73.2,173.4,3.97,1.38,99.0,13.55,0.002,0.001,1.34,0.0,0.333,0.391,7.2,0.588,0.009,25.51,0.001,0.003,0.005,0.01,241000.0,24100.0,bajo
2022-05-17 16:59:00,ANACARO,7.9,16.0,22.5,36.0,233.0,103.0,130.0,1.9,74.8,2.9,76.0,44.0,32.0,17.6,7.7,33.6,76.13,173.4,2.52,0.27,43.7,12.4,0.002,0.001,1.12,0.0,0.546,0.358,7.3,0.437,0.021,26.64,0.001,0.003,0.005,0.01,241000.0,241000.0,bajo
2022-05-27 14:19:00,PUENTE HORMIGUERO,7.0,23.0,100.0,120.0,377.5,236.6,140.9,2.3,47.8,5.9,30.8,24.2,6.6,9.68,1.58,26.4,32.2,87.0,2.48,0.57,4.2,1.56,0.002,0.052,1.57,0.0,0.146,0.014,5.25,0.21,0.078,37.62,0.001,0.003,0.005,0.01,24000000.0,2400000.0,bajo
2022-07-06 00:00:00,PUENTE HORMIGUERO,7.37,22.6,1797.0,800.0,666.0,663.0,3.0,3.18,18.6,6.44,81.3,16.4,64.9,6.57,15.8,33.7,33.7,67.9,32.2,3.06,0.168,1.9591066997518607,0.01007,2.56,0.05,0.0499,240000.0,15000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,ANTES INTERCEPTOR SUR,7.2,22.3,1285.0,700.0,596.0,507.0,89.0,3.74,26.8,5.72,88.9,18.5,70.4,7.41,17.1,35.3,35.3,76.0,24.1,3.27,0.168,1.9591066997518607,0.01007,2.61,0.05,0.0499,75000.0,43000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,JUANCHITO,7.2,20.2,1302.0,800.0,674.0,510.0,164.0,3.29,18.9,5.78,92.5,19.6,72.9,7.86,17.7,31.2,31.2,78.8,42.2,3.27,0.168,1.9591066997518607,0.01007,5.56,0.05,0.0499,430000.0,40000.0,509.0,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,PASO DEL COMERCIO,7.12,21.9,482.0,450.0,478.0,385.0,93.0,8.49,19.1,4.76,66.1,21.1,45.0,8.46,10.9,39.3,39.3,87.5,20.4,3.99,0.168,1.9591066997518607,0.02,3.58,0.05,0.0499,1500000.0,1500000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,PUERTO ISAACS,7.16,21.3,625.0,400.0,430.0,313.0,117.0,7.7,19.6,4.2,97.2,21.5,75.7,8.62,18.4,40.3,40.3,103.0,20.8,4.89,0.168,1.9591066997518607,0.024,4.3,0.05,0.0499,4600000.0,2400000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,PASO DE LA TORRE,7.29,21.8,582.0,450.0,560.0,385.0,175.0,6.51,14.3,3.93,77.9,25.3,52.6,10.1,12.8,45.6,45.6,107.0,24.2,5.35,0.168,1.9591066997518607,0.02,4.43,0.05,0.0499,11000000.0,5000000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,PUENTE GUAYABAL,7.16,21.5,711.0,1000.0,1958.0,1660.0,298.0,4.36,24.5,5.25,168.0,46.3,122.0,18.6,29.7,61.6,61.6,124.0,81.7,5.62,0.168,1.9591066997518607,0.049,3.66,0.134,0.0499,930000.0,430000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,ANACARO,7.14,21.8,862.0,1000.0,1372.0,1220.0,152.0,3.87,11.0,5.07,115.0,39.9,74.8,16.0,18.2,62.2,62.2,139.0,32.2,6.97,0.168,1.9591066997518607,0.05,4.42,0.0596,0.0499,9300.0,4300.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,LA VICTORIA,7.1,21.8,2195.0,1000.0,1534.0,1340.0,194.0,6.03,17.5,4.02,164.0,68.2,95.8,27.3,23.3,67.5,67.5,147.0,86.2,6.37,0.168,1.9591066997518607,0.077,4.59,0.0999,0.0499,43000.0,7300.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,RIOFRIO,6.78,22.1,30.7,750.0,940.0,830.0,110.0,5.58,18.4,3.37,55.0,37.0,18.0,14.8,4.38,53.7,53.7,123.0,35.0,5.66,0.168,1.9591066997518607,0.066,4.43,0.05,0.0499,43000.0,15000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,YOTOCO,7.26,22.0,1094.0,900.0,1032.0,890.0,142.0,6.26,31.9,3.82,98.8,34.1,64.7,13.7,15.7,48.9,48.9,119.0,43.4,5.71,0.168,1.9591066997518607,0.059,4.84,0.05,0.0499,150000.0,150000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,VIJES,7.37,22.0,838.0,500.0,732.0,575.0,157.0,14.7,19.5,3.28,68.4,29.3,39.1,11.7,9.51,50.8,50.8,123.0,29.8,5.83,0.168,1.9591066997518607,0.055,4.91,0.05,0.0499,50000000.0,50000000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,PASO DE LA BOLSA,7.28,22.3,97.0,340.0,262.0,223.0,39.0,3.34,13.3,6.51,42.2,11.6,30.6,4.65,7.44,27.2,27.2,60.0,13.7,3.08,0.168,1.9591066997518607,0.01007,2.56,0.05,0.0499,150000.0,2400.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,PUENTE LA VIRGINIA,6.88,21.8,290.0,1000.0,1490.0,1350.0,140.0,4.65,11.0,4.43,128.0,38.5,89.5,15.4,21.8,63.5,63.5,138.0,43.5,6.68,0.168,1.9591066997518607,0.05,4.36,0.0822,0.0499,24000.0,9300.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,PASO DE LA BALSA,7.05,23.0,938.0,750.0,666.0,626.0,40.0,1.6,20.9,7.09,83.8,24.6,59.2,9.86,14.4,22.3,22.3,56.2,29.3,3.32,0.168,1.9591066997518607,0.01007,2.93,0.05,0.0499,43000.0,15000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,MEDIACANOA,7.07,21.7,717.0,1000.0,1156.0,1020.0,136.0,6.09,14.0,4.3,137.0,34.6,102.0,13.9,24.8,48.4,48.4,114.0,52.2,5.14,0.168,1.9591066997518607,0.037,4.54,0.0548,0.0499,1500000.0,750000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,ANTES RIO TIMBA,7.4,23.0,1029.0,280.0,242.0,238.0,4.0,2.7,16.9,6.34,46.0,9.3,36.7,3.73,8.92,23.8,23.8,62.0,11.8,3.95,0.168,1.9591066997518607,0.01007,3.32,0.05,0.0499,9300.0,9300.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,ANTES SUAREZ,6.87,21.8,350.0,150.0,124.0,53.0,71.0,3.96,11.0,5.77,37.4,12.6,24.8,5.05,6.03,23.2,23.2,68.7,3.43,4.21,0.168,1.9591066997518607,0.01007,3.71,0.05,0.0499,430.0,230.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-07-06 00:00:00,ANTES RIO OVEJAS,6.9,22.1,737.0,160.0,124.0,52.0,72.0,3.27,11.0,5.59,45.0,11.0,34.0,4.41,8.27,23.4,23.4,66.6,2.66,4.08,0.168,1.9591066997518607,0.017,3.72,0.05,0.0499,4300.0,1500.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,RIOFRIO,6.7,20.0,524.0,500.0,444.0,410.0,34.0,3.24,23.2,4.04,59.9,28.8,31.1,11.5,7.56,40.0,40.0,112.0,17.1,4.87,0.168,1.9591066997518607,0.031,3.23,0.05,0.0499,24000.0,24000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,PASO DE LA TORRE,6.96,20.7,442.0,900.0,894.0,874.0,20.0,3.38,31.1,5.28,96.8,26.0,70.8,10.4,17.2,30.8,30.8,93.0,22.7,4.04,0.168,1.9591066997518607,0.01007,3.11,0.05,0.0499,93000.0,93000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,ANACARO,6.57,19.0,1499.0,1000.0,1344.0,1282.0,62.0,2.56,32.5,3.98,80.5,47.1,33.4,18.9,8.12,49.9,49.9,135.0,41.2,5.2,0.168,1.9591066997518607,0.013,3.47,0.0958,0.0499,4300.0,2300.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,PUERTO ISAACS,6.91,20.9,626.0,600.0,656.0,553.0,103.0,2.84,23.0,5.48,67.9,21.2,46.7,8.5,11.4,27.4,27.4,78.4,19.8,3.51,0.168,1.9591066997518607,0.01007,2.65,0.05,0.0499,230000.0,90000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,LA VICTORIA,6.52,20.0,1097.0,500.0,460.0,385.0,75.0,4.47,15.1,3.64,61.2,35.9,25.3,14.4,6.15,49.4,49.4,133.0,17.3,4.88,0.168,1.9591066997518607,0.016,3.42,0.05,0.0499,15000.0,7500.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,PASO DEL COMERCIO,6.89,20.9,471.0,550.0,620.0,576.0,44.0,2.0,21.9,5.89,58.8,20.9,37.9,8.38,9.21,28.1,28.1,77.0,18.8,3.15,0.168,1.9591066997518607,0.01007,2.44,0.05,0.0499,430000.0,230000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,YOTOCO,7.58,19.0,319.0,150.0,210.0,33.0,177.0,4.77,25.0,4.51,81.9,31.5,50.4,12.6,12.3,48.8,48.8,138.0,5.81,6.31,0.168,1.9591066997518607,0.031,3.93,0.05,0.0499,24000.0,1500.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,ANTES RIO OVEJAS,6.67,20.9,117.0,180.0,174.0,84.0,90.0,1.03,11.0,6.29,49.2,13.5,35.7,5.41,8.68,13.6,13.6,55.6,4.57,3.09,0.168,1.9591066997518607,0.01007,2.7,0.05,0.0499,5000.0,930.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,JUANCHITO,6.94,21.0,435.0,600.0,624.0,604.0,20.0,2.07,20.9,6.06,58.3,15.8,42.5,6.33,10.3,24.8,24.8,69.2,17.6,2.85,0.168,1.9591066997518607,0.01007,2.2,0.05,0.0499,43000.0,43000.0,738.0,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,PUENTE GUAYABAL,6.53,20.0,789.0,500.0,502.0,412.0,90.0,2.68,17.9,4.14,91.4,33.3,58.1,13.3,14.1,51.6,51.6,134.0,17.3,5.15,0.168,1.9591066997518607,0.015,3.24,0.05,0.0499,9300.0,4300.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,ANTES INTERCEPTOR SUR,6.86,21.5,189.0,500.0,584.0,527.0,57.0,1.89,15.5,5.93,84.8,20.6,64.2,8.26,15.6,25.5,25.5,73.0,18.5,3.06,0.168,1.9591066997518607,0.012,2.37,0.05,0.0499,24000.0,24000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,PUENTE LA VIRGINIA,6.64,22.6,1599.0,1000.0,1184.0,1083.0,101.0,2.44,32.9,4.68,204.0,39.5,164.0,15.8,39.9,50.8,50.8,139.0,37.4,4.84,0.168,1.9591066997518607,0.021,3.4,0.0796,0.0499,230000.0,90000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,MEDIACANOA,6.49,19.0,1408.0,900.0,760.0,730.0,30.0,3.73,35.0,4.52,64.0,32.9,31.1,13.2,7.56,38.8,38.8,108.0,29.1,4.66,0.168,1.9591066997518607,0.024,3.08,0.05,0.0499,430000.0,73000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,PUENTE HORMIGUERO,6.87,21.6,202.0,360.0,416.0,367.0,49.0,1.95,19.5,6.14,63.6,20.7,42.9,8.3,10.4,23.5,23.5,134.0,13.1,3.14,0.168,1.9591066997518607,0.014,2.32,0.05,0.0499,93000.0,15000.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,ANTES RIO TIMBA,6.74,21.2,191.0,240.0,244.0,182.0,62.0,1.19,11.0,6.45,32.6,14.4,18.2,5.77,4.42,14.5,14.5,51.6,7.53,2.86,0.168,1.9591066997518607,0.012,2.45,0.05,0.0499,9300.0,900.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,PASO DE LA BOLSA,6.71,21.4,106.0,250.0,322.0,242.0,80.0,1.57,16.5,6.51,84.3,78.0,6.3,31.3,1.53,17.9,17.9,58.6,8.06,2.83,0.168,1.9591066997518607,0.011,2.2,0.05,0.0499,7500.0,1500.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
2022-08-03 00:00:00,PASO DE LA BALSA,6.75,21.6,151.0,240.0,236.0,178.0,58.0,1.12,12.7,6.83,78.9,14.8,64.1,5.93,15.6,15.2,15.2,53.1,6.83,2.77,0.168,1.9591066997518607,0.011,2.28,0.05,0.0499,9300.0,900.0,7.027014272559852,0.2689246568859441,0.0944747508305648,18.36855519877676,0.2055905982905983,0.1650573631840796,0.0755428713858424,0.1487426624737945,124000470844.39368,11802166090596.152,medio
